Class,Metric,3.2,3.3,Delta
ServerToServerFTP,Cyclomatic,22,22,0
ServerToServerFTP,Cohesion,0,0,0
Set,Coupled,,,N/A
Set,Derived,,,N/A
Set,Public Methods,,,N/A
Set,Cyclomatic,,,N/A
Set,Cohesion,,,N/A
SimpleDateFormat,Coupled,,,N/A
SimpleDateFormat,Derived,,,N/A
SimpleDateFormat,Public Methods,,,N/A
SimpleDateFormat,Cyclomatic,,,N/A
SimpleDateFormat,Cohesion,,,N/A
SimpleNNTPHeader,Coupled,3,3,0
SimpleNNTPHeader,Derived,0,0,0
SimpleNNTPHeader,Public Methods,0,0,0
SimpleNNTPHeader,Cyclomatic,9,9,0
SimpleNNTPHeader,Cohesion,57,57,0
SimpleOptionHandler,Coupled,1,1,0
SimpleOptionHandler,Derived,0,0,0
SimpleOptionHandler,Public Methods,0,0,0
SimpleOptionHandler,Cyclomatic,5,5,0
SimpleOptionHandler,Cohesion,0,0,0
SimpleOptionHandlerTest,Coupled,4,4,0
SimpleOptionHandlerTest,Derived,0,0,0
SimpleOptionHandlerTest,Public Methods,0,0,0
SimpleOptionHandlerTest,Cyclomatic,4,4,0
SimpleOptionHandlerTest,Cohesion,0,0,0
SimpleSMTPHeader,Coupled,4,4,0
SimpleSMTPHeader,Derived,0,0,0
SimpleSMTPHeader,Public Methods,0,0,0
SimpleSMTPHeader,Cyclomatic,8,8,0
SimpleSMTPHeader,Cohesion,40,40,0
Socket,Coupled,,,N/A
Socket,Derived,,,N/A
Socket,Public Methods,,,N/A
Socket,Cyclomatic,,,N/A
Socket,Cohesion,,,N/A
SocketClient,Coupled,15,16,1
SocketClient,Derived,13,13,0
SocketClient,Public Methods,0,0,0
SocketClient,Cyclomatic,68,71,3
SocketClient,Cohesion,90,91,1
SocketClientFunctionalTest,Coupled,6,6,0
SocketClientFunctionalTest,Derived,0,0,0
SocketClientFunctionalTest,Public Methods,0,0,0
SocketClientFunctionalTest,Cyclomatic,2,2,0
SocketClientFunctionalTest,Cohesion,50,50,0
SocketClientTest,Coupled,5,5,0
SocketClientTest,Derived,0,0,0
SocketClientTest,Public Methods,0,0,0
SocketClientTest,Cyclomatic,1,1,0
SocketClientTest,Cohesion,0,0,0
SocketException,Coupled,,,N/A
SocketException,Derived,,,N/A
SocketException,Public Methods,,,N/A
SocketException,Cyclomatic,,,N/A
SocketException,Cohesion,,,N/A
SocketFactory,Coupled,,,N/A
SocketFactory,Derived,,,N/A
SocketFactory,Public Methods,,,N/A
SocketFactory,Cyclomatic,,,N/A
SocketFactory,Cohesion,,,N/A
SocketInputStream,Coupled,4,4,0
SocketInputStream,Derived,0,0,0
SocketInputStream,Public Methods,0,0,0
SocketInputStream,Cyclomatic,2,2,0
SocketInputStream,Cohesion,0,0,0
SocketOutputStream,Coupled,4,4,0
SocketOutputStream,Derived,0,0,0
SocketOutputStream,Public Methods,0,0,0
SocketOutputStream,Cyclomatic,3,3,0
SocketOutputStream,Cohesion,33,33,0
SocketTimeoutException,Coupled,,,N/A
SocketTimeoutException,Derived,,,N/A
SocketTimeoutException,Public Methods,,,N/A
SocketTimeoutException,Cyclomatic,,,N/A
SocketTimeoutException,Cohesion,,,N/A
String,Coupled,,,N/A
String,Derived,,,N/A
String,Public Methods,,,N/A
String,Cyclomatic,,,N/A
String,Cohesion,,,N/A
StringBuffer,Coupled,,,N/A
StringBuffer,Derived,,,N/A
StringBuffer,Public Methods,,,N/A
StringBuffer,Cyclomatic,,,N/A
StringBuffer,Cohesion,,,N/A
StringBuilder,Coupled,,,N/A
StringBuilder,Derived,,,N/A
StringBuilder,Public Methods,,,N/A
StringBuilder,Cyclomatic,,,N/A
StringBuilder,Cohesion,,,N/A
StringReader,Coupled,,,N/A
StringReader,Derived,,,N/A
StringReader,Public Methods,,,N/A
StringReader,Cyclomatic,,,N/A
StringReader,Cohesion,,,N/A
StringTokenizer,Coupled,,,N/A
StringTokenizer,Derived,,,N/A
StringTokenizer,Public Methods,,,N/A
StringTokenizer,Cyclomatic,,,N/A
StringTokenizer,Cohesion,,,N/A
StringWriter,Coupled,,,N/A
StringWriter,Derived,,,N/A
StringWriter,Public Methods,,,N/A
StringWriter,Cyclomatic,,,N/A
StringWriter,Cohesion,,,N/A
SubnetInfo,Coupled,4,4,0
SubnetInfo,Derived,0,0,0
SubnetInfo,Public Methods,0,0,0
SubnetInfo,Cyclomatic,28,28,0
SubnetInfo,Cohesion,0,0,0
SubnetUtils,Coupled,6,6,0
SubnetUtils,Derived,0,0,0
SubnetUtils,Public Methods,0,0,0
SubnetUtils,Cyclomatic,21,21,0
SubnetUtils,Cohesion,91,91,0
SubnetUtilsExample,Coupled,5,5,0
SubnetUtilsExample,Derived,0,0,0
SubnetUtilsExample,Public Methods,1,1,0
SubnetUtilsExample,Cyclomatic,3,3,0
SubnetUtilsExample,Cohesion,0,0,0
SubnetUtilsTest,Coupled,5,5,0
SubnetUtilsTest,Derived,0,0,0
SubnetUtilsTest,Public Methods,0,0,0
SubnetUtilsTest,Cyclomatic,16,16,0
SubnetUtilsTest,Cohesion,0,0,0
SuppressGAOptionHandler,Coupled,2,2,0
SuppressGAOptionHandler,Derived,0,0,0
SuppressGAOptionHandler,Public Methods,0,0,0
SuppressGAOptionHandler,Cyclomatic,5,5,0
SuppressGAOptionHandler,Cohesion,0,0,0
SuppressGAOptionHandlerTest,Coupled,5,5,0
SuppressGAOptionHandlerTest,Derived,0,0,0
SuppressGAOptionHandlerTest,Public Methods,0,0,0
SuppressGAOptionHandlerTest,Cyclomatic,4,4,0
SuppressGAOptionHandlerTest,Cohesion,0,0,0
TFTP,Coupled,8,8,0
TFTP,Derived,1,1,0
TFTP,Public Methods,1,1,0
TFTP,Cyclomatic,12,12,0
TFTP,Cohesion,61,61,0
TFTPAckPacket,Coupled,4,4,0
TFTPAckPacket,Derived,0,0,0
TFTPAckPacket,Public Methods,0,0,0
TFTPAckPacket,Cyclomatic,7,7,0
TFTPAckPacket,Cohesion,0,0,0
TFTPClient,Coupled,17,17,0
TFTPClient,Derived,0,0,0
TFTPClient,Public Methods,0,0,0
TFTPClient,Cyclomatic,50,50,0
TFTPClient,Cohesion,55,55,0
TFTPDataPacket,Coupled,4,4,0
TFTPDataPacket,Derived,0,0,0
TFTPDataPacket,Public Methods,0,0,0
TFTPDataPacket,Cyclomatic,16,16,0
TFTPDataPacket,Cohesion,45,45,0
TFTPErrorPacket,Coupled,6,6,0
TFTPErrorPacket,Derived,0,0,0
TFTPErrorPacket,Public Methods,0,0,0
TFTPErrorPacket,Cyclomatic,9,9,0
TFTPErrorPacket,Cohesion,17,17,0
TFTPExample,Coupled,10,10,0
TFTPExample,Derived,0,0,0
TFTPExample,Public Methods,1,1,0
TFTPExample,Cyclomatic,23,23,0
TFTPExample,Cohesion,0,0,0
TFTPPacket,Coupled,8,8,0
TFTPPacket,Derived,4,4,0
TFTPPacket,Public Methods,1,1,0
TFTPPacket,Cyclomatic,13,13,0
TFTPPacket,Cohesion,62,62,0
TFTPPacketException,Coupled,1,1,0
TFTPPacketException,Derived,0,0,0
TFTPPacketException,Public Methods,0,0,0
TFTPPacketException,Cyclomatic,2,2,0
TFTPPacketException,Cohesion,0,0,0
TFTPReadRequestPacket,Coupled,4,4,0
TFTPReadRequestPacket,Derived,0,0,0
TFTPReadRequestPacket,Public Methods,0,0,0
TFTPReadRequestPacket,Cyclomatic,2,2,0
TFTPReadRequestPacket,Cohesion,0,0,0
TFTPRequestPacket,Coupled,6,6,0
TFTPRequestPacket,Derived,2,2,0
TFTPRequestPacket,Public Methods,0,0,0
TFTPRequestPacket,Cyclomatic,13,13,0
TFTPRequestPacket,Cohesion,17,17,0
TFTPServer,Coupled,16,16,0
TFTPServer,Derived,0,0,0
TFTPServer,Public Methods,0,0,0
TFTPServer,Cyclomatic,27,27,0
TFTPServer,Cohesion,83,83,0
TFTPServerPathTest,Coupled,10,10,0
TFTPServerPathTest,Derived,0,0,0
TFTPServerPathTest,Public Methods,0,0,0
TFTPServerPathTest,Cyclomatic,6,6,0
TFTPServerPathTest,Cohesion,0,0,0
TFTPTest,Coupled,16,16,0
TFTPTest,Derived,0,0,0
TFTPTest,Public Methods,1,1,0
TFTPTest,Cyclomatic,26,26,0
TFTPTest,Cohesion,91,91,0
TFTPTransfer,Coupled,27,27,0
TFTPTransfer,Derived,0,0,0
TFTPTransfer,Public Methods,0,0,0
TFTPTransfer,Cyclomatic,59,59,0
TFTPTransfer,Cohesion,58,58,0
TFTPWriteRequestPacket,Coupled,4,4,0
TFTPWriteRequestPacket,Derived,0,0,0
TFTPWriteRequestPacket,Public Methods,0,0,0
TFTPWriteRequestPacket,Cyclomatic,2,2,0
TFTPWriteRequestPacket,Cohesion,0,0,0
Telnet,Coupled,14,14,0
Telnet,Derived,1,1,0
Telnet,Public Methods,0,0,0
Telnet,Cyclomatic,132,132,0
Telnet,Cohesion,86,86,0
TelnetClient,Coupled,14,14,0
TelnetClient,Derived,0,0,0
TelnetClient,Public Methods,0,0,0
TelnetClient,Cyclomatic,29,29,0
TelnetClient,Cohesion,83,83,0
TelnetClientExample,Coupled,16,16,0
TelnetClientExample,Derived,0,0,0
TelnetClientExample,Public Methods,1,1,0
TelnetClientExample,Cyclomatic,34,34,0
TelnetClientExample,Cohesion,33,33,0
TelnetClientFunctionalTest,Coupled,7,7,0
TelnetClientFunctionalTest,Derived,0,0,0
TelnetClientFunctionalTest,Public Methods,0,0,0
TelnetClientFunctionalTest,Cyclomatic,10,10,0
TelnetClientFunctionalTest,Cohesion,33,33,0
TelnetClientTest,Coupled,20,20,0
TelnetClientTest,Derived,0,0,0
TelnetClientTest,Public Methods,0,0,0
TelnetClientTest,Cyclomatic,74,74,0
TelnetClientTest,Cohesion,74,74,0
TelnetCommand,Coupled,1,1,0
TelnetCommand,Derived,0,0,0
TelnetCommand,Public Methods,2,2,0
TelnetCommand,Cyclomatic,3,3,0
TelnetCommand,Cohesion,0,0,0
TelnetInputStream,Coupled,12,12,0
TelnetInputStream,Derived,0,0,0
TelnetInputStream,Public Methods,0,0,0
TelnetInputStream,Cyclomatic,80,80,0
TelnetInputStream,Cohesion,71,72,1
TelnetOption,Coupled,2,2,0
TelnetOption,Derived,0,0,0
TelnetOption,Public Methods,2,2,0
TelnetOption,Cyclomatic,4,4,0
TelnetOption,Cohesion,0,0,0
TelnetOptionHandler,Coupled,0,0,0
TelnetOptionHandler,Derived,5,5,0
TelnetOptionHandler,Public Methods,0,0,0
TelnetOptionHandler,Cyclomatic,14,14,0
TelnetOptionHandler,Cohesion,82,82,0
TelnetOptionHandlerTestAbstract,Coupled,2,2,0
TelnetOptionHandlerTestAbstract,Derived,5,5,0
TelnetOptionHandlerTestAbstract,Public Methods,0,0,0
TelnetOptionHandlerTestAbstract,Cyclomatic,3,3,0
TelnetOptionHandlerTestAbstract,Cohesion,0,0,0
TelnetOptionTest,Coupled,1,1,0
TelnetOptionTest,Derived,0,0,0
TelnetOptionTest,Public Methods,0,0,0
TelnetOptionTest,Cyclomatic,2,2,0
TelnetOptionTest,Cohesion,0,0,0
TelnetOutputStream,Coupled,6,6,0
TelnetOutputStream,Derived,0,0,0
TelnetOutputStream,Public Methods,0,0,0
TelnetOutputStream,Cyclomatic,15,15,0
TelnetOutputStream,Cohesion,61,61,0
TelnetTestResponder,Coupled,5,5,0
TelnetTestResponder,Derived,0,0,0
TelnetTestResponder,Public Methods,0,0,0
TelnetTestResponder,Cyclomatic,7,7,0
TelnetTestResponder,Cohesion,0,0,0
TelnetTestSimpleServer,Coupled,7,7,0
TelnetTestSimpleServer,Derived,0,0,0
TelnetTestSimpleServer,Public Methods,0,0,0
TelnetTestSimpleServer,Cyclomatic,16,16,0
TelnetTestSimpleServer,Cohesion,50,50,0
TerminalTypeOptionHandler,Coupled,3,3,0
TerminalTypeOptionHandler,Derived,0,0,0
TerminalTypeOptionHandler,Public Methods,0,0,0
TerminalTypeOptionHandler,Cyclomatic,8,8,0
TerminalTypeOptionHandler,Cohesion,40,40,0
TerminalTypeOptionHandlerTest,Coupled,4,4,0
TerminalTypeOptionHandlerTest,Derived,0,0,0
TerminalTypeOptionHandlerTest,Public Methods,0,0,0
TerminalTypeOptionHandlerTest,Cyclomatic,8,8,0
TerminalTypeOptionHandlerTest,Cohesion,0,0,0
Test,Coupled,,,N/A
Test,Derived,,,N/A
Test,Public Methods,,,N/A
Test,Cyclomatic,,,N/A
Test,Cohesion,,,N/A
TestCase,Coupled,,,N/A
TestCase,Derived,,,N/A
TestCase,Public Methods,,,N/A
TestCase,Cyclomatic,,,N/A
TestCase,Cohesion,,,N/A
TestConnectTimeout,Coupled,6,6,0
TestConnectTimeout,Derived,0,0,0
TestConnectTimeout,Public Methods,0,0,0
TestConnectTimeout,Cyclomatic,3,3,0
TestConnectTimeout,Cohesion,0,0,0
TestConnection,Coupled,3,3,0
TestConnection,Derived,0,0,0
TestConnection,Public Methods,0,0,0
TestConnection,Cyclomatic,2,2,0
TestConnection,Cohesion,0,0,0
TestSetupParameters,Coupled,1,1,0
TestSetupParameters,Derived,0,0,0
TestSetupParameters,Public Methods,0,0,0
TestSetupParameters,Cyclomatic,1,1,0
TestSetupParameters,Cohesion,0,0,0
TestSuite,Coupled,,,N/A
TestSuite,Derived,,,N/A
TestSuite,Public Methods,,,N/A
TestSuite,Cyclomatic,,,N/A
TestSuite,Cohesion,,,N/A
Thread,Coupled,,,N/A
Thread,Derived,,,N/A
Thread,Public Methods,,,N/A
Thread,Cyclomatic,,,N/A
Thread,Cohesion,,,N/A
ThreadContainer,Coupled,2,2,0
ThreadContainer,Derived,0,0,0
ThreadContainer,Public Methods,0,0,0
ThreadContainer,Cyclomatic,16,16,0
ThreadContainer,Cohesion,42,42,0
Threader,Coupled,9,9,0
Threader,Derived,0,0,0
Threader,Public Methods,0,0,0
Threader,Cyclomatic,56,56,0
Threader,Cohesion,71,71,0
Throwable,Coupled,,,N/A
Throwable,Derived,,,N/A
Throwable,Public Methods,,,N/A
Throwable,Cyclomatic,,,N/A
Throwable,Cohesion,,,N/A
TimeClient,Coupled,7,7,0
TimeClient,Derived,0,0,0
TimeClient,Public Methods,3,3,0
TimeClient,Cyclomatic,7,7,0
TimeClient,Cohesion,0,0,0
TimeInfo,Coupled,7,7,0
TimeInfo,Derived,0,0,0
TimeInfo,Public Methods,0,0,0
TimeInfo,Cyclomatic,27,27,0
TimeInfo,Cohesion,77,77,0
TimeStamp,Coupled,9,9,0
TimeStamp,Derived,0,0,0
TimeStamp,Public Methods,8,8,0
TimeStamp,Cyclomatic,35,35,0
TimeStamp,Cohesion,79,79,0
TimeStampTest,Coupled,4,4,0
TimeStampTest,Derived,0,0,0
TimeStampTest,Public Methods,0,0,0
TimeStampTest,Cyclomatic,3,3,0
TimeStampTest,Cohesion,0,0,0
TimeTCPClient,Coupled,3,3,0
TimeTCPClient,Derived,0,0,0
TimeTCPClient,Public Methods,0,0,0
TimeTCPClient,Cyclomatic,3,3,0
TimeTCPClient,Cohesion,0,0,0
TimeTCPClientTest,Coupled,8,8,0
TimeTCPClientTest,Derived,0,0,0
TimeTCPClientTest,Public Methods,0,0,0
TimeTCPClientTest,Cyclomatic,8,8,0
TimeTCPClientTest,Cohesion,50,50,0
TimeTestSimpleServer,Coupled,5,5,0
TimeTestSimpleServer,Derived,0,0,0
TimeTestSimpleServer,Public Methods,1,1,0
TimeTestSimpleServer,Cyclomatic,20,20,0
TimeTestSimpleServer,Cohesion,52,52,0
TimeUDPClient,Coupled,4,4,0
TimeUDPClient,Derived,0,0,0
TimeUDPClient,Public Methods,0,0,0
TimeUDPClient,Cyclomatic,4,4,0
TimeUDPClient,Cohesion,75,75,0
TimeZone,Coupled,,,N/A
TimeZone,Derived,,,N/A
TimeZone,Public Methods,,,N/A
TimeZone,Cyclomatic,,,N/A
TimeZone,Cohesion,,,N/A
ToNetASCIIInputStream,Coupled,3,3,0
ToNetASCIIInputStream,Derived,0,0,0
ToNetASCIIInputStream,Public Methods,0,0,0
ToNetASCIIInputStream,Cyclomatic,16,16,0
ToNetASCIIInputStream,Cohesion,50,50,0
ToNetASCIIInputStreamTest,Coupled,N/A,8,N/A
ToNetASCIIInputStreamTest,Derived,N/A,0,N/A
ToNetASCIIInputStreamTest,Public Methods,N/A,0,N/A
ToNetASCIIInputStreamTest,Cyclomatic,N/A,8,N/A
ToNetASCIIInputStreamTest,Cohesion,N/A,0,N/A
ToNetASCIIOutputStream,Coupled,3,3,0
ToNetASCIIOutputStream,Derived,0,0,0
ToNetASCIIOutputStream,Public Methods,0,0,0
ToNetASCIIOutputStream,Cyclomatic,8,8,0
ToNetASCIIOutputStream,Cohesion,50,50,0
TreeMap,Coupled,,,N/A
TreeMap,Derived,,,N/A
TreeMap,Public Methods,,,N/A
TreeMap,Cyclomatic,,,N/A
TreeMap,Cohesion,,,N/A
TreeSet,Coupled,,,N/A
TreeSet,Derived,,,N/A
TreeSet,Public Methods,,,N/A
TreeSet,Cyclomatic,,,N/A
TreeSet,Cohesion,,,N/A
TrustManager,Coupled,4,4,0
TrustManager,Derived,0,0,0
TrustManager,Public Methods,0,0,0
TrustManager,Cyclomatic,6,6,0
TrustManager,Cohesion,50,50,0
TrustManagerFactory,Coupled,,,N/A
TrustManagerFactory,Derived,,,N/A
TrustManagerFactory,Public Methods,,,N/A
TrustManagerFactory,Cyclomatic,,,N/A
TrustManagerFactory,Cohesion,,,N/A
TrustManagerUtils,Coupled,7,7,0
TrustManagerUtils,Derived,0,0,0
TrustManagerUtils,Public Methods,3,3,0
TrustManagerUtils,Cyclomatic,3,3,0
TrustManagerUtils,Cohesion,0,0,0
UnixFTPEntryParser,Coupled,8,8,0
UnixFTPEntryParser,Derived,0,0,0
UnixFTPEntryParser,Public Methods,0,0,0
UnixFTPEntryParser,Cyclomatic,24,24,0
UnixFTPEntryParser,Cohesion,0,0,0
UnixFTPEntryParserTest,Coupled,7,7,0
UnixFTPEntryParserTest,Derived,0,0,0
UnixFTPEntryParserTest,Public Methods,0,0,0
UnixFTPEntryParserTest,Cyclomatic,30,30,0
UnixFTPEntryParserTest,Cohesion,0,0,0
UnknownHostException,Coupled,,,N/A
UnknownHostException,Derived,,,N/A
UnknownHostException,Public Methods,,,N/A
UnknownHostException,Cyclomatic,,,N/A
UnknownHostException,Cohesion,,,N/A
UnsupportedEncodingException,Coupled,,,N/A
UnsupportedEncodingException,Derived,,,N/A
UnsupportedEncodingException,Public Methods,,,N/A
UnsupportedEncodingException,Cyclomatic,,,N/A
UnsupportedEncodingException,Cohesion,,,N/A
UnsupportedOperationException,Coupled,,,N/A
UnsupportedOperationException,Derived,,,N/A
UnsupportedOperationException,Public Methods,,,N/A
UnsupportedOperationException,Cyclomatic,,,N/A
UnsupportedOperationException,Cohesion,,,N/A
Util,Coupled,10,10,0
Util,Derived,0,0,0
Util,Public Methods,9,9,0
Util,Cyclomatic,28,30,2
Util,Cohesion,0,0,0
VMSFTPEntryParser,Coupled,12,12,0
VMSFTPEntryParser,Derived,2,2,0
VMSFTPEntryParser,Public Methods,0,0,0
VMSFTPEntryParser,Cyclomatic,18,18,0
VMSFTPEntryParser,Cohesion,0,0,0
VMSFTPEntryParserTest,Coupled,11,11,0
VMSFTPEntryParserTest,Derived,0,0,0
VMSFTPEntryParserTest,Public Methods,0,0,0
VMSFTPEntryParserTest,Cyclomatic,16,16,0
VMSFTPEntryParserTest,Cohesion,0,0,0
VMSVersioningFTPEntryParser,Coupled,12,12,0
VMSVersioningFTPEntryParser,Derived,0,0,0
VMSVersioningFTPEntryParser,Public Methods,0,0,0
VMSVersioningFTPEntryParser,Cyclomatic,13,13,0
VMSVersioningFTPEntryParser,Cohesion,50,50,0
Vector,Coupled,,,N/A
Vector,Derived,,,N/A
Vector,Public Methods,,,N/A
Vector,Cyclomatic,,,N/A
Vector,Cohesion,,,N/A
WeatherTelnet,Coupled,4,4,0
WeatherTelnet,Derived,0,0,0
WeatherTelnet,Public Methods,1,1,0
WeatherTelnet,Cyclomatic,3,3,0
WeatherTelnet,Cohesion,0,0,0
WhoisClient,Coupled,3,3,0
WhoisClient,Derived,0,0,0
WhoisClient,Public Methods,0,0,0
WhoisClient,Cyclomatic,3,3,0
WhoisClient,Cohesion,0,0,0
WindowSizeOptionHandler,Coupled,2,2,0
WindowSizeOptionHandler,Derived,0,0,0
WindowSizeOptionHandler,Public Methods,0,0,0
WindowSizeOptionHandler,Cyclomatic,11,11,0
WindowSizeOptionHandler,Cohesion,40,40,0
WindowSizeOptionHandlerTest,Coupled,4,4,0
WindowSizeOptionHandlerTest,Derived,0,0,0
WindowSizeOptionHandlerTest,Public Methods,0,0,0
WindowSizeOptionHandlerTest,Cyclomatic,7,7,0
WindowSizeOptionHandlerTest,Cohesion,0,0,0
Writer,Coupled,,,N/A
Writer,Derived,,,N/A
Writer,Public Methods,,,N/A
Writer,Cyclomatic,,,N/A
Writer,Cohesion,,,N/A
X509Certificate,Coupled,,,N/A
X509Certificate,Derived,,,N/A
X509Certificate,Public Methods,,,N/A
X509Certificate,Cyclomatic,,,N/A
X509Certificate,Cohesion,,,N/A
X509ExtendedKeyManager,Coupled,,,N/A
X509ExtendedKeyManager,Derived,,,N/A
X509ExtendedKeyManager,Public Methods,,,N/A
X509ExtendedKeyManager,Cyclomatic,,,N/A
X509ExtendedKeyManager,Cohesion,,,N/A
X509KeyManager,Coupled,4,4,0
X509KeyManager,Derived,0,0,0
X509KeyManager,Public Methods,0,0,0
X509KeyManager,Cyclomatic,7,7,0
X509KeyManager,Cohesion,29,29,0
X509TrustManager,Coupled,,,N/A
X509TrustManager,Derived,,,N/A
X509TrustManager,Public Methods,,,N/A
X509TrustManager,Cyclomatic,,,N/A
X509TrustManager,Cohesion,,,N/A
chargen,Coupled,11,11,0
chargen,Derived,0,0,0
chargen,Public Methods,3,3,0
chargen,Cyclomatic,12,12,0
chargen,Cohesion,0,0,0
daytime,Coupled,7,7,0
daytime,Derived,0,0,0
daytime,Public Methods,3,3,0
daytime,Cyclomatic,7,7,0
daytime,Cohesion,0,0,0
echo,Coupled,14,14,0
echo,Derived,0,0,0
echo,Public Methods,3,3,0
echo,Cyclomatic,12,12,0
echo,Cohesion,0,0,0
finger,Coupled,6,6,0
finger,Derived,0,0,0
finger,Public Methods,1,1,0
finger,Cyclomatic,12,12,0
finger,Cohesion,0,0,0
fwhois,Coupled,6,6,0
fwhois,Derived,0,0,0
fwhois,Public Methods,1,1,0
fwhois,Cyclomatic,5,5,0
fwhois,Cohesion,0,0,0
rdate,Coupled,7,7,0
rdate,Derived,0,0,0
rdate,Public Methods,3,3,0
rdate,Cyclomatic,7,7,0
rdate,Cohesion,0,0,0
rexec,Coupled,5,5,0
rexec,Derived,0,0,0
rexec,Public Methods,1,1,0
rexec,Cyclomatic,6,6,0
rexec,Cohesion,0,0,0
rlogin,Coupled,6,6,0
rlogin,Derived,0,0,0
rlogin,Public Methods,1,1,0
rlogin,Cyclomatic,6,6,0
rlogin,Cohesion,0,0,0
rshell,Coupled,6,6,0
rshell,Derived,0,0,0
rshell,Public Methods,1,1,0
rshell,Cyclomatic,6,6,0
rshell,Cohesion,0,0,0
